trace,run,timestamp_s,cpu_percent,thread_count,memory_footprint_mb
native_mb_05min,4,152.890110666,49.625797488,13.0,285.68870544433594
native_mb_05min,4,153.92577641600002,49.931891593,13.0,285.68870544433594
native_mb_05min,4,154.918723666,49.07488971,13.0,285.67308044433594
native_mb_05min,4,155.990278041,49.728212059,12.0,285.59495544433594
native_mb_05min,4,157.029519791,55.149198014,12.0,285.59495544433594
native_mb_05min,4,158.089714291,56.434565374,12.0,285.59495544433594
native_mb_05min,4,159.127793208,57.295826094,12.0,285.59495544433594
native_mb_05min,4,160.12852700000002,58.471362929,12.0,285.59495544433594
native_mb_05min,4,161.126805375,51.404764297,12.0,285.59495544433594
native_mb_05min,4,162.135774,47.239891262,12.0,285.59495544433594
native_mb_05min,4,163.19072375000002,48.384188715,12.0,285.59495544433594
native_mb_05min,4,164.255997,51.113557695,12.0,285.59495544433594
native_mb_05min,4,165.315970125,53.995986264,12.0,285.59495544433594
native_mb_05min,4,166.38681820800002,60.947514978,12.0,285.59495544433594
native_mb_05min,4,167.44388791600002,59.275795649,12.0,285.59495544433594
native_mb_05min,4,168.495285916,50.308901779,12.0,285.59495544433594
native_mb_05min,4,169.54198100000002,47.260160341,12.0,285.59495544433594
native_mb_05min,4,170.595616666,47.6868415,12.0,285.59495544433594
native_mb_05min,4,171.60138966600002,47.208118519,12.0,285.59495544433594
native_mb_05min,4,172.64063375,50.344350768,12.0,285.59495544433594
native_mb_05min,4,173.684466708,58.827068848,12.0,285.59495544433594
native_mb_05min,4,174.70388483300002,62.543998072,12.0,285.57933044433594
native_mb_05min,4,175.76255937500002,57.962922357,12.0,285.57933044433594
native_mb_05min,4,176.81571920800002,52.398138702,12.0,285.59495544433594
native_mb_05min,4,177.81314650000002,45.891464123,12.0,285.57933044433594
native_mb_05min,4,178.797423041,49.36127721,12.0,285.57933044433594
native_mb_05min,4,179.88741825000002,49.278918577,12.0,285.59495544433594
native_mb_05min,4,180.926560791,48.974086056,12.0,285.59495544433594
native_mb_05min,4,181.890251166,55.449935855,12.0,285.59495544433594
native_mb_05min,4,182.958074708,61.158727936,12.0,285.59495544433594
native_mb_05min,4,183.978605875,57.657355009,12.0,285.57933044433594
native_mb_05min,4,184.986344833,50.166666542,12.0,285.59495544433594
native_mb_05min,4,186.058453708,49.964045337,12.0,285.59495544433594
native_mb_05min,4,187.091200041,50.272079569,12.0,285.59495544433594
native_mb_05min,4,188.102232208,47.749942484,12.0,285.59495544433594
native_mb_05min,4,189.132472833,50.103586457,13.0,285.61058044433594
native_mb_05min,4,190.141038083,56.488568788,13.0,285.61058044433594
native_mb_05min,4,191.171442541,61.888552379,13.0,285.59495544433594
native_mb_05min,4,192.186990833,55.922276372,13.0,285.61058044433594
native_mb_05min,4,193.206233166,49.17097712,13.0,285.59495544433594
native_mb_05min,4,194.25947275000001,50.945436014,13.0,285.61058044433594
native_mb_05min,4,195.319344916,49.18364166,13.0,285.59495544433594
native_mb_05min,4,196.380579541,50.272413525,13.0,285.59495544433594
native_mb_05min,4,197.42281079100002,53.496667019,13.0,285.61058044433594
native_mb_05min,4,198.4908345,57.956883678,13.0,285.59495544433594
native_mb_05min,4,199.521944291,61.003352215,13.0,285.59495544433594
native_mb_05min,4,200.48930679100002,55.626930107,13.0,285.59495544433594
native_mb_05min,4,201.56777995800002,49.413299404,13.0,285.59495544433594
native_mb_05min,4,202.590324041,49.1372918,13.0,285.59495544433594
native_mb_05min,4,203.60594137500001,49.207519099,13.0,285.61058044433594
native_mb_05min,4,204.606138625,50.708577431,13.0,285.61058044433594
native_mb_05min,4,205.64046625,54.227160699,13.0,285.61058044433594
native_mb_05min,4,206.70111025,59.6929384,13.0,285.61058044433594
native_mb_05min,4,207.757702166,60.539446932,13.0,285.61058044433594
native_mb_05min,4,208.82446341600001,53.817773222,13.0,285.61058044433594
native_mb_05min,4,209.886075583,45.57761615,13.0,285.61058044433594
native_mb_05min,4,210.885298416,49.24923831,13.0,285.59495544433594
native_mb_05min,4,211.893944083,49.646375083,13.0,285.61058044433594
native_mb_05min,4,212.960027666,50.444665427,13.0,285.61058044433594
native_mb_05min,4,214.02180362500002,54.599788011,13.0,285.59495544433594
native_mb_05min,4,215.089865333,59.84609016,13.0,285.61058044433594
native_mb_05min,4,216.08979775,59.725615108,13.0,285.59495544433594
native_mb_05min,4,217.089441375,55.434039143,13.0,285.59495544433594
native_mb_05min,4,218.103579916,51.029690704,13.0,285.59495544433594
native_mb_05min,4,219.10553175,48.774154654,13.0,285.59495544433594
native_mb_05min,4,220.12740191600003,49.488369442,13.0,285.61058044433594
native_mb_05min,4,221.13635537500002,48.431110224,13.0,285.61058044433594
native_mb_05min,4,222.187107416,55.16166231,13.0,285.61058044433594
native_mb_05min,4,223.19941987500002,59.928959441,13.0,285.61058044433594
native_mb_05min,4,224.258516458,60.961370459,13.0,285.59495544433594
native_mb_05min,4,225.32266779100001,52.171229967,13.0,285.61058044433594
native_mb_05min,4,226.38529433300002,46.428562504,13.0,285.59495544433594
native_mb_05min,4,227.385988375,49.324364938,13.0,285.61058044433594
native_mb_05min,4,228.461195,49.397924682,13.0,285.61058044433594
native_mb_05min,4,229.48362195800001,50.737812354,13.0,285.65745544433594
native_mb_05min,4,230.552896416,56.087887045,13.0,285.67308044433594
native_mb_05min,4,231.59355050000002,62.910291351,13.0,285.65745544433594
native_mb_05min,4,232.60272054100002,59.342647656,13.0,285.65745544433594
native_mb_05min,4,233.63529904100002,52.365017532,13.0,285.65745544433594
native_mb_05min,4,234.638116708,48.377418656,13.0,285.67308044433594
native_mb_05min,4,235.64078375000003,48.641549076,13.0,285.68870544433594
native_mb_05min,4,236.64274375000002,49.604159637,13.0,285.68870544433594
native_mb_05min,4,237.696108541,56.014679208,13.0,285.68870544433594
native_mb_05min,4,238.77884170800002,54.606308751,13.0,285.68870544433594
native_mb_05min,4,239.79724025000002,64.391151067,13.0,285.68870544433594
native_mb_05min,4,240.89378391600002,59.721449136,13.0,285.67308044433594
native_mb_05min,4,241.91082820800003,52.499093875,13.0,285.68870544433594
native_mb_05min,4,242.930682375,49.16946977,13.0,285.68870544433594
native_mb_05min,4,243.990632666,49.328934559,13.0,285.70433044433594
native_mb_05min,4,245.02406058300002,50.444693909,13.0,285.68870544433594
native_mb_05min,4,246.09053441600003,55.631005394,13.0,285.71995544433594
native_mb_05min,4,247.126566375,57.83451194,13.0,285.70433044433594
native_mb_05min,4,248.137471083,59.749904082,13.0,285.71995544433594
native_mb_05min,4,249.138051708,55.352957927,13.0,285.70433044433594
native_mb_05min,4,250.139702625,51.766874807,13.0,285.71995544433594
native_mb_05min,4,251.18137337500002,48.2465627,13.0,285.71995544433594
native_mb_05min,4,252.24869425000003,48.660227071,13.0,285.70433044433594
native_mb_05min,4,253.29420954100001,51.448371179,13.0,285.71995544433594
native_mb_05min,4,254.35455008300002,54.942966194,13.0,285.70433044433594
native_mb_05min,4,255.38404004100002,63.834723027,13.0,285.70433044433594
native_mb_05min,4,256.43734395800004,58.944690356,13.0,285.70433044433594
native_mb_05min,4,257.495680708,50.8686524,13.0,285.70433044433594
native_mb_05min,4,258.558067166,50.866428875,13.0,285.70433044433594
native_mb_05min,4,259.58186358300003,48.805041162,13.0,285.71995544433594
native_mb_05min,4,260.596262583,49.275320448,13.0,285.71995544433594
native_mb_05min,4,261.607197708,52.691102041,13.0,285.71995544433594
native_mb_05min,4,262.638831625,55.364625754,13.0,285.71995544433594
native_mb_05min,4,263.645899625,63.46540233,13.0,285.71995544433594
native_mb_05min,4,264.701336916,55.976430528,13.0,285.70433044433594
native_mb_05min,4,265.735544291,48.388066127,13.0,285.71995544433594
native_mb_05min,4,266.772022666,52.663116216,13.0,285.71995544433594
native_mb_05min,4,267.818146375,49.158439355,13.0,285.70433044433594
native_mb_05min,4,268.86944479100003,51.655098972,13.0,285.71995544433594
native_mb_05min,4,269.9238915,53.735164644,13.0,285.71995544433594
native_mb_05min,4,270.982132458,59.715639985,13.0,285.71995544433594
native_mb_05min,4,272.0327345,61.94541884,13.0,285.71995544433594
native_mb_05min,4,273.03077941600003,56.94705506,13.0,285.71995544433594
native_mb_05min,4,274.093686083,49.985638349,13.0,285.71995544433594
native_mb_05min,4,275.125980583,48.806156182,13.0,285.71995544433594
native_mb_05min,4,276.12932625,48.903693788,13.0,285.70433044433594
native_mb_05min,4,277.133188833,52.988146238,13.0,285.71995544433594
native_mb_05min,4,278.133037041,55.893625854,13.0,285.70433044433594
native_mb_05min,4,279.118299875,60.471624732,13.0,285.70433044433594
native_mb_05min,4,280.15025237500004,60.324932379,13.0,285.70433044433594
native_mb_05min,4,281.149217791,54.270286183,13.0,285.70433044433594
native_mb_05min,4,282.147759666,49.75953279,13.0,285.70433044433594
native_mb_05min,4,283.18675220800003,47.19191512,13.0,285.70433044433594
native_mb_05min,4,284.25335641600003,48.211569021,13.0,285.71995544433594
native_mb_05min,4,285.282181208,52.594094275,13.0,285.70433044433594
native_mb_05min,4,286.290080416,54.084668439,13.0,285.70433044433594
native_mb_05min,4,287.361153458,61.337508485,13.0,285.70433044433594
native_mb_05min,4,288.37719566600003,60.491505374,13.0,285.68870544433594
native_mb_05min,4,289.45160566600003,49.86051725,13.0,285.68870544433594
native_mb_05min,4,290.490878875,48.563097445,13.0,285.68870544433594
native_mb_05min,4,291.556743416,47.710823163,13.0,285.68870544433594
native_mb_05min,4,292.586015291,48.529748361,13.0,285.70433044433594
native_mb_05min,4,293.598112875,51.975712169,13.0,285.70433044433594
native_mb_05min,4,294.60222866600003,58.03592535,13.0,285.70433044433594
native_mb_05min,4,295.644646625,62.884314077,13.0,285.68870544433594
native_mb_05min,4,296.69693995800003,58.875542173,13.0,285.68870544433594
native_mb_05min,4,297.743415583,48.204342805,13.0,285.68870544433594
native_mb_05min,4,298.77790150000004,50.10150058,13.0,285.68870544433594
native_mb_05min,5,0.0,,1.0,0.06267547607421875
native_mb_05min,5,0.11610795800000001,74.180498821,13.0,48.53230285644531
native_mb_05min,5,1.115529041,116.951549003,13.0,60.844764709472656
native_mb_05min,5,2.1142566250000003,126.326645509,19.0,253.8293685913086
native_mb_05min,5,3.1351448750000004,46.433287885,19.0,252.6418685913086
native_mb_05min,5,4.1458875410000005,47.970497035,19.0,252.6574935913086
