trace,framework,ar_mode,session,run,run_duration_s,fps_mean,fps_p5,fps_stdev,fps_frames_below_55_pct,pct_nominal,pct_fair,pct_serious,pct_critical,dominant_state,hang_count,duration_total_ms,duration_max_ms,cpu_percent_mean,cpu_percent_max,thread_count_mean,memory_footprint_peak_mb,memory_growth_mb,memory_anonymous_mb_max,gpu_device_util_mean,gpu_in_use_sys_mem_mean
native_mb_05min,Xcode,Markerbased,5 min,6,300.9,31.42809364548495,29.0,4.826243976155328,98.32775919732441,0.0,0.0,100.0,0.0,Serious,3,414.007999,162.057541,54.104061374510344,118.014978986,13.02061855670103,286.34484100341797,286.28216552734375,71.84375,32.31438127090301,234.861256270903
native_mb_05min,Xcode,Markerbased,5 min,7,300.8,31.22742474916388,29.0,4.8971074591674775,98.32775919732441,0.0,0.0,100.0,0.0,Serious,0,0.0,0.0,53.76395561035517,118.312073604,13.075601374570446,285.7667922973633,285.70411682128906,71.421875,29.548494983277592,234.55978260869566
native_mb_05min,Xcode,Markerbased,5 min,8,300.7,59.12709030100334,59.0,5.741983197070724,1.3377926421404682,49.67942634484717,50.320573655152835,0.0,0.0,Fair,1,107.684041,107.684041,70.94484289360136,128.560396888,13.82876712328767,295.3449172973633,295.28224182128906,78.15625,54.72909698996656,254.69309155518394
native_mb_05min,Xcode,Markerbased,5 min,9,301.0,34.85953177257525,29.0,11.047198973004646,85.28428093645485,0.0,13.565142469052155,86.43485753094784,0.0,Serious,0,0.0,0.0,53.56978806572602,114.183727064,14.01023890784983,292.0167922973633,291.95411682128906,74.59375,29.678929765886288,256.974393812709
native_mb_05min,Xcode,Markerbased,5 min,10,301.0,35.98327759197324,29.0,10.283712995787615,88.2943143812709,0.0,0.0,100.0,0.0,Serious,0,0.0,0.0,51.8858996783677,118.764399689,13.212328767123287,296.28253173828125,296.21985626220703,82.59375,31.99665551839465,247.2908653846154
native_ml_02min,Xcode,Markerless,2 min,1,121.5,45.40495867768595,29.0,14.284944587686653,52.066115702479344,48.64855698144569,12.345928029600785,39.00551498895353,0.0,Nominal,3,497.96741599999996,179.195333,125.6926256637436,237.746459977,19.610169491525422,507.9858856201172,507.92321014404297,178.234375,78.14876033057851,323.4538997933884
native_ml_02min,Xcode,Markerless,2 min,2,121.0,31.483333333333334,29.0,6.717571756827256,96.66666666666667,0.0,0.0,100.0,0.0,Serious,4,503.44729199999995,139.924333,109.15922341972652,191.672389343,19.440677966101696,493.34522247314453,493.2825469970703,175.375,74.7,323.85963541666666
native_ml_02min,Xcode,Markerless,2 min,3,120.8,37.00833333333333,29.0,11.945602076228115,83.33333333333334,0.0,0.0,100.0,0.0,Serious,3,582.3874989999999,249.62166599999998,104.9251822422155,207.85019202,18.77777777777778,470.8139343261719,470.75125885009766,163.484375,70.50833333333334,308.225
native_ml_02min,Xcode,Markerless,2 min,4,121.3,35.15833333333333,29.0,11.033178255106893,89.16666666666667,0.0,0.0,100.0,0.0,Serious,4,1148.176583,445.69845799999996,106.72682115641027,209.598665074,19.24576271186441,470.48584747314453,470.4231719970703,164.5625,65.125,297.60338541666664
native_ml_02min,Xcode,Markerless,2 min,5,121.6,38.16528925619835,29.0,11.617047177487356,82.64462809917356,0.0,0.0,100.0,0.0,Serious,5,1170.685914,390.254914,112.38167723969232,269.633909796,19.279661016949152,483.57959747314453,483.5169219970703,167.328125,56.03305785123967,303.1084710743802
native_ml_02min,Xcode,Markerless,2 min,6,120.8,34.041666666666664,29.0,8.550783376892635,94.16666666666667,0.0,0.0,100.0,0.0,Serious,4,660.207209,224.93208299999998,107.19672403204311,210.182345489,18.99145299145299,483.9233093261719,483.86063385009766,163.8125,73.55,318.80690104166666
native_ml_02min,Xcode,Markerless,2 min,7,121.2,38.413223140495866,29.0,11.003536871908961,86.77685950413223,0.0,0.0,100.0,0.0,Serious,4,931.275666,279.814709,114.3233225057094,310.504019361,19.60169491525424,487.67334747314453,487.6106719970703,167.421875,70.89256198347107,312.1012396694215
native_ml_02min,Xcode,Markerless,2 min,8,121.3,39.396694214876035,29.0,12.605210125739656,78.51239669421489,0.0,0.0,100.0,0.0,Serious,8,1509.856541,252.181167,105.8608999244138,265.878429303,18.675213675213676,473.0951461791992,473.032470703125,175.671875,58.54545454545455,308.3467200413223
native_ml_02min,Xcode,Markerless,2 min,9,121.4,34.15702479338843,29.0,10.432328171332621,87.60330578512396,0.0,0.0,100.0,0.0,Serious,8,1693.564578,332.91945799999996,99.71015582249998,225.413794691,19.034188034188034,465.0170211791992,464.954345703125,165.5,66.0495867768595,308.3282541322314
native_ml_02min,Xcode,Markerless,2 min,10,121.4,36.35537190082645,29.0,11.653225236053915,84.29752066115702,0.0,0.0,100.0,0.0,Serious,5,1075.582251,265.672875,119.81476781965516,316.014381554,19.572649572649574,492.0952606201172,492.03258514404297,191.234375,55.70247933884298,307.43892045454544
native_ml_05min,Xcode,Markerless,5 min,1,301.2,58.474916387959865,54.0,4.9543425033637485,5.351170568561873,49.14262032083169,50.85737967916829,0.0,0.0,Fair,8,1308.072831,214.48412499999998,116.09159967898273,220.474279267,19.432989690721648,492.3295593261719,492.26688385009766,182.46875,79.29765886287625,324.0394544314381
native_ml_05min,Xcode,Markerless,5 min,2,301.0,34.53846153846154,29.0,7.848033929040324,94.31438127090301,0.0,0.0,100.0,0.0,Serious,4,608.340749,170.512084,102.89788845946576,215.587819823,19.204778156996586,504.47022247314453,504.4075469970703,176.8125,58.812709030100336,321.720004180602
native_ml_05min,Xcode,Markerless,5 min,3,300.9,31.652173913043477,29.0,7.152656165697209,95.31772575250837,0.0,0.0,100.0,0.0,Serious,3,494.313333,182.180333,94.14784065152234,255.495859332,18.886986301369863,462.1889343261719,462.12625885009766,163.59375,43.62876254180602,306.6324205685619
native_ml_05min,Xcode,Markerless,5 min,4,301.2,33.73913043478261,29.0,9.20855528932127,91.30434782608695,0.0,0.0,100.0,0.0,Serious,7,1147.106309,202.58570799999998,95.98540770469072,224.002147004,18.90753424657534,472.14209747314453,472.0794219970703,166.203125,54.65886287625418,310.52785326086956
native_ml_05min,Xcode,Markerless,5 min,5,300.9,36.62207357859532,29.0,11.427667813644112,83.27759197324414,0.0,11.631554480994733,88.36844551900528,0.0,Serious,3,428.872208,163.885875,94.52828628622338,201.903389701,19.28767123287671,487.5327606201172,487.47008514404297,170.84375,53.79933110367893,310.1847303511706
native_ml_05min,Xcode,Markerless,5 min,6,300.9,38.77591973244147,29.0,10.035505194239231,87.29096989966555,0.0,0.0,100.0,0.0,Serious,5,690.0544570000001,171.688583,99.2162479466701,220.181328104,19.356164383561644,474.5170211791992,474.454345703125,176.421875,54.49498327759197,311.22198996655516
native_ml_05min,Xcode,Markerless,5 min,7,301.2,34.508361204013376,29.0,7.7617045403989415,94.31438127090301,0.0,0.0,100.0,0.0,Serious,4,595.142543,182.664625,99.00848166849316,215.853508967,19.440273037542664,487.8920593261719,487.82938385009766,186.5625,60.16053511705686,320.095631270903
native_ml_05min,Xcode,Markerless,5 min,8,301.2,32.81605351170568,29.0,8.115955563489507,93.31103678929766,0.0,0.0,100.0,0.0,Serious,6,1310.3265489999999,348.265667,95.66294696485912,301.128751452,19.373287671232877,502.36084747314453,502.2981719970703,182.34375,54.82608695652174,311.0883152173913
native_ml_05min,Xcode,Markerless,5 min,9,301.2,31.622073578595316,29.0,6.148687401362073,97.32441471571906,0.0,0.0,100.0,0.0,Serious,5,983.115116,255.78116699999998,94.68929527282535,274.645563824,18.9419795221843,478.4389343261719,478.37625885009766,183.84375,66.53177257525084,304.743781354515
native_ml_05min,Xcode,Markerless,5 min,10,301.2,35.020066889632105,29.0,11.4516608212949,83.61204013377926,0.0,18.275231194618353,81.72476880538166,0.0,Serious,6,910.586021,199.171167,89.58233219491409,193.724069101,18.934931506849313,482.0014343261719,481.93875885009766,188.203125,62.103678929765884,300.7356814381271
