trace,run,timestamp_s,gpu_device_util_percent,gpu_in_use_sys_mem_mb
cross_ml_02min,2,87.67327,52.0,218.09375
cross_ml_02min,2,88.680296,52.0,214.125
cross_ml_02min,2,89.687234,51.0,214.125
cross_ml_02min,2,90.69451600000001,51.0,218.09375
cross_ml_02min,2,91.697176,52.0,218.09375
cross_ml_02min,2,92.704626,52.0,214.125
cross_ml_02min,2,93.711735,52.0,214.125
cross_ml_02min,2,94.716779,52.0,214.125
cross_ml_02min,2,95.723726,51.0,214.15625
cross_ml_02min,2,96.73506800000001,52.0,214.40625
cross_ml_02min,2,97.74212700000001,52.0,214.125
cross_ml_02min,2,98.74926900000001,51.0,214.125
cross_ml_02min,2,99.75649800000001,51.0,218.125
cross_ml_02min,2,100.765343,52.0,214.15625
cross_ml_02min,2,101.77236900000001,51.0,214.125
cross_ml_02min,2,102.77643300000001,52.0,214.125
cross_ml_02min,2,103.78738200000001,51.0,214.125
cross_ml_02min,2,104.794515,51.0,214.125
cross_ml_02min,2,105.79945000000001,52.0,214.125
cross_ml_02min,2,106.807765,52.0,214.21875
cross_ml_02min,2,107.81498500000001,51.0,214.125
cross_ml_02min,2,108.821815,52.0,214.125
cross_ml_02min,2,109.831613,51.0,214.125
cross_ml_02min,2,110.838751,51.0,214.125
cross_ml_02min,2,111.845871,52.0,214.125
cross_ml_02min,2,112.84953900000001,52.0,214.125
cross_ml_02min,2,113.85844800000001,51.0,214.375
cross_ml_02min,2,114.86237200000001,51.0,214.15625
cross_ml_02min,2,115.86949800000001,51.0,214.125
cross_ml_02min,2,116.876547,51.0,214.125
cross_ml_02min,2,117.887511,51.0,214.125
cross_ml_02min,2,118.894715,50.0,216.375
cross_ml_02min,2,119.89723300000001,51.0,214.125
cross_ml_02min,2,120.90744900000001,53.0,214.125
cross_ml_02min,3,0.000598,40.0,77.25
cross_ml_02min,3,1.0181,17.0,71.4375
cross_ml_02min,3,2.0250310000000002,0.0,10.984375
cross_ml_02min,3,3.03513,0.0,13.828125
cross_ml_02min,3,4.042313,25.0,189.328125
cross_ml_02min,3,5.052485,23.0,225.046875
cross_ml_02min,3,6.064731,23.0,219.328125
cross_ml_02min,3,7.068467,23.0,215.34375
cross_ml_02min,3,8.076899000000001,23.0,213.765625
cross_ml_02min,3,9.081962,32.0,218.078125
cross_ml_02min,3,10.09352,37.0,218.078125
cross_ml_02min,3,11.100353,36.0,218.0625
cross_ml_02min,3,12.108053,37.0,218.0625
cross_ml_02min,3,13.115063000000001,37.0,216.40625
cross_ml_02min,3,14.122057000000002,37.0,218.15625
cross_ml_02min,3,15.127933,43.0,218.125
cross_ml_02min,3,16.135248,43.0,218.125
cross_ml_02min,3,17.140974,43.0,218.125
cross_ml_02min,3,18.148337,44.0,218.125
cross_ml_02min,3,19.154629,43.0,218.125
cross_ml_02min,3,20.165062000000002,44.0,218.46875
cross_ml_02min,3,21.172689000000002,43.0,218.125
cross_ml_02min,3,22.18072,44.0,218.125
cross_ml_02min,3,23.190271000000003,44.0,218.125
cross_ml_02min,3,24.197185,43.0,218.125
cross_ml_02min,3,25.203904,43.0,218.125
cross_ml_02min,3,26.206906,43.0,218.125
cross_ml_02min,3,27.213945000000002,43.0,218.125
cross_ml_02min,3,28.220836000000002,43.0,218.125
cross_ml_02min,3,29.227685,43.0,218.125
cross_ml_02min,3,30.2346,43.0,218.125
cross_ml_02min,3,31.241553000000003,43.0,218.125
cross_ml_02min,3,32.248473000000004,44.0,218.125
cross_ml_02min,3,33.256765,43.0,218.125
cross_ml_02min,3,34.266023000000004,44.0,218.125
cross_ml_02min,3,35.269028,43.0,218.125
cross_ml_02min,3,36.275896,45.0,218.125
cross_ml_02min,3,37.282829,44.0,218.375
cross_ml_02min,3,38.289735,46.0,218.125
cross_ml_02min,3,39.29891,45.0,218.125
cross_ml_02min,3,40.305851000000004,45.0,218.125
cross_ml_02min,3,41.311280000000004,46.0,218.125
cross_ml_02min,3,42.319982,48.0,218.125
cross_ml_02min,3,43.330012,51.0,218.125
cross_ml_02min,3,44.336979,52.0,218.125
cross_ml_02min,3,45.340412,52.0,218.28125
cross_ml_02min,3,46.344894000000004,52.0,218.125
cross_ml_02min,3,47.352858000000005,52.0,218.125
cross_ml_02min,3,48.358738,52.0,218.125
cross_ml_02min,3,49.365945,52.0,218.15625
cross_ml_02min,3,50.373031000000005,52.0,218.125
cross_ml_02min,3,51.379962000000006,52.0,218.125
cross_ml_02min,3,52.386922000000006,51.0,218.125
cross_ml_02min,3,53.393496000000006,53.0,218.40625
cross_ml_02min,3,54.40331200000001,52.0,218.125
cross_ml_02min,3,55.411238000000004,52.0,218.125
cross_ml_02min,3,56.418612,52.0,218.125
cross_ml_02min,3,57.425580000000004,51.0,222.09375
cross_ml_02min,3,58.432447,50.0,218.125
cross_ml_02min,3,59.439393,49.0,218.125
cross_ml_02min,3,60.446519,52.0,218.125
cross_ml_02min,3,61.451803000000005,53.0,218.125
cross_ml_02min,3,62.461311,53.0,218.125
cross_ml_02min,3,63.464588000000006,52.0,218.125
cross_ml_02min,3,64.471508,53.0,218.125
cross_ml_02min,3,65.478603,51.0,218.125
cross_ml_02min,3,66.485788,51.0,218.15625
cross_ml_02min,3,67.493769,50.0,218.21875
cross_ml_02min,3,68.505516,52.0,218.125
cross_ml_02min,3,69.515428,52.0,218.125
cross_ml_02min,3,70.52639,53.0,222.34375
cross_ml_02min,3,71.53518100000001,52.0,218.125
cross_ml_02min,3,72.553855,52.0,218.125
cross_ml_02min,3,73.56576700000001,51.0,218.125
cross_ml_02min,3,74.57655100000001,52.0,222.09375
cross_ml_02min,3,75.58783100000001,52.0,218.125
cross_ml_02min,3,76.59990300000001,52.0,218.125
cross_ml_02min,3,77.608232,53.0,218.125
cross_ml_02min,3,78.613667,52.0,218.125
cross_ml_02min,3,79.62302100000001,51.0,218.125
cross_ml_02min,3,80.632225,52.0,218.125
cross_ml_02min,3,81.64010300000001,51.0,218.125
cross_ml_02min,3,82.647992,50.0,222.09375
cross_ml_02min,3,83.65296000000001,48.0,218.125
cross_ml_02min,3,84.660177,47.0,218.125
cross_ml_02min,3,85.668193,48.0,218.125
cross_ml_02min,3,86.67720700000001,46.0,218.125
cross_ml_02min,3,87.68375400000001,48.0,218.375
cross_ml_02min,3,88.69244900000001,49.0,218.125
cross_ml_02min,3,89.705746,36.0,218.125
cross_ml_02min,3,90.71446,37.0,218.125
cross_ml_02min,3,91.717346,39.0,218.125
cross_ml_02min,3,92.726425,33.0,216.46875
cross_ml_02min,3,93.730799,37.0,218.21875
cross_ml_02min,3,94.73808700000001,36.0,218.125
cross_ml_02min,3,95.74516600000001,36.0,218.125
cross_ml_02min,3,96.75006800000001,37.0,218.125
cross_ml_02min,3,97.75502800000001,35.0,218.125
cross_ml_02min,3,98.76429800000001,33.0,218.09375
cross_ml_02min,3,99.76889700000001,33.0,218.125
cross_ml_02min,3,100.77629800000001,33.0,218.125
cross_ml_02min,3,101.78551,37.0,218.125
cross_ml_02min,3,102.792561,32.0,216.46875
cross_ml_02min,3,103.80013000000001,34.0,218.375
cross_ml_02min,3,104.807382,34.0,216.46875
cross_ml_02min,3,105.81476500000001,36.0,218.0625
cross_ml_02min,3,106.82183300000001,36.0,218.125
cross_ml_02min,3,107.82879700000001,39.0,218.125
cross_ml_02min,3,108.835868,40.0,218.0625
cross_ml_02min,3,109.842994,40.0,218.125
cross_ml_02min,3,110.85015700000001,41.0,218.125
cross_ml_02min,3,111.862965,40.0,218.125
cross_ml_02min,3,112.86995,32.0,222.125
cross_ml_02min,3,113.87698700000001,22.0,201.78125
cross_ml_02min,3,114.88386000000001,22.0,212.5
cross_ml_02min,3,115.88836,22.0,197.8125
cross_ml_02min,3,116.895555,22.0,197.8125
cross_ml_02min,3,117.902725,22.0,197.8125
cross_ml_02min,3,118.92509700000001,22.0,197.8125
cross_ml_02min,3,119.93212600000001,22.0,197.8125
cross_ml_02min,3,120.93922300000001,22.0,214.15625
cross_ml_02min,4,0.00058,31.0,199.953125
cross_ml_02min,4,1.011052,38.0,141.046875
cross_ml_02min,4,2.018451,0.0,22.5
cross_ml_02min,4,3.028582,0.0,22.53125
cross_ml_02min,4,4.038615,0.0,64.25
cross_ml_02min,4,5.04757,16.0,225.03125
cross_ml_02min,4,6.063680000000001,15.0,197.796875
cross_ml_02min,4,7.0717810000000005,13.0,193.671875
cross_ml_02min,4,8.078636000000001,13.0,189.6875
cross_ml_02min,4,9.085774,14.0,193.671875
cross_ml_02min,4,10.092703,15.0,193.671875
cross_ml_02min,4,11.09962,13.0,193.671875
cross_ml_02min,4,12.106482000000002,12.0,193.65625
cross_ml_02min,4,13.113394000000001,13.0,189.9375
cross_ml_02min,4,14.120338,12.0,193.65625
cross_ml_02min,4,15.127238,13.0,193.65625
cross_ml_02min,4,16.134068000000003,13.0,193.6875
cross_ml_02min,4,17.140902,13.0,204.375
cross_ml_02min,4,18.147804,13.0,193.65625
cross_ml_02min,4,19.154722,13.0,193.65625
cross_ml_02min,4,20.161677,13.0,193.65625
cross_ml_02min,4,21.16862,13.0,189.6875
cross_ml_02min,4,22.175509,12.0,189.6875
cross_ml_02min,4,23.182371,12.0,189.6875
cross_ml_02min,4,24.189301,13.0,189.6875
cross_ml_02min,4,25.196199,13.0,206.0625
cross_ml_02min,4,26.203274,13.0,193.6875
cross_ml_02min,4,27.208284000000003,12.0,193.65625
cross_ml_02min,4,28.212067,12.0,193.65625
cross_ml_02min,4,29.219192000000003,13.0,189.6875
cross_ml_02min,4,30.226125000000003,18.0,203.21875
cross_ml_02min,4,31.233081000000002,21.0,192.71875
cross_ml_02min,4,32.239232,20.0,207.25
cross_ml_02min,4,33.246152,15.0,208.71875
cross_ml_02min,4,34.253136000000005,14.0,196.46875
cross_ml_02min,4,35.259932,15.0,200.375
cross_ml_02min,4,36.266975,16.0,200.375
cross_ml_02min,4,37.273936,16.0,196.53125
cross_ml_02min,4,38.280717,17.0,203.15625
cross_ml_02min,4,39.287594000000006,17.0,192.4375
cross_ml_02min,4,40.294483,17.0,192.4375
cross_ml_02min,4,41.301397,17.0,208.90625
cross_ml_02min,4,42.308297,17.0,196.40625
cross_ml_02min,4,43.315153,18.0,196.40625
cross_ml_02min,4,44.322052,17.0,207.25
cross_ml_02min,4,45.329148,18.0,196.5
cross_ml_02min,4,46.338102000000006,18.0,192.4375
cross_ml_02min,4,47.344965,19.0,192.5625
cross_ml_02min,4,48.349496,20.0,192.5625
cross_ml_02min,4,49.356371,17.0,192.8125
cross_ml_02min,4,50.363612,20.0,208.9375
cross_ml_02min,4,51.370540000000005,18.0,207.25
cross_ml_02min,4,52.376618,19.0,196.53125
cross_ml_02min,4,53.383755,18.0,196.40625
cross_ml_02min,4,54.391445000000004,21.0,192.5625
cross_ml_02min,4,55.398348000000006,18.0,192.4375
cross_ml_02min,4,56.405647,17.0,203.28125
cross_ml_02min,4,57.413097,20.0,205.53125
cross_ml_02min,4,58.420947000000005,18.0,192.5625
cross_ml_02min,4,59.425487000000004,19.0,207.25
cross_ml_02min,4,60.433204,19.0,196.53125
cross_ml_02min,4,61.440965000000006,17.0,196.375
cross_ml_02min,4,62.448761000000005,17.0,207.125
cross_ml_02min,4,63.45662,17.0,192.4375
cross_ml_02min,4,64.463026,18.0,192.5625
cross_ml_02min,4,65.470133,20.0,203.28125
cross_ml_02min,4,66.48003200000001,19.0,208.9375
cross_ml_02min,4,67.48975200000001,19.0,209.1875
cross_ml_02min,4,68.498237,20.0,207.25
cross_ml_02min,4,69.506781,20.0,207.25
cross_ml_02min,4,70.51537400000001,19.0,196.53125
cross_ml_02min,4,71.523956,19.0,192.5625
cross_ml_02min,4,72.530181,20.0,192.5625
cross_ml_02min,4,73.537677,18.0,192.4375
cross_ml_02min,4,74.54500200000001,16.0,192.65625
cross_ml_02min,4,75.552211,16.0,208.84375
cross_ml_02min,4,76.561735,16.0,196.53125
cross_ml_02min,4,77.569354,16.0,211.21875
cross_ml_02min,4,78.5764,16.0,211.21875
cross_ml_02min,4,79.58454400000001,15.0,196.40625
cross_ml_02min,4,80.591661,15.0,192.40625
cross_ml_02min,4,81.602192,16.0,203.15625
cross_ml_02min,4,82.609063,19.0,192.5625
cross_ml_02min,4,83.615362,17.0,208.90625
cross_ml_02min,4,84.62317,19.0,200.46875
cross_ml_02min,4,85.63015100000001,19.0,196.78125
cross_ml_02min,4,86.637044,19.0,196.53125
cross_ml_02min,4,87.64399900000001,19.0,196.53125
cross_ml_02min,4,88.65098900000001,19.0,192.5625
cross_ml_02min,4,89.658634,20.0,207.125
cross_ml_02min,4,90.665621,19.0,208.9375
cross_ml_02min,4,91.673747,20.0,208.84375
cross_ml_02min,4,92.680846,19.0,211.09375
cross_ml_02min,4,93.688736,20.0,196.53125
cross_ml_02min,4,94.699162,19.0,200.5
cross_ml_02min,4,95.705213,19.0,196.53125
cross_ml_02min,4,96.717915,19.0,196.53125
cross_ml_02min,4,97.72846200000001,19.0,196.53125
cross_ml_02min,4,98.735386,19.0,207.25
cross_ml_02min,4,99.73938600000001,19.0,207.25
cross_ml_02min,4,100.747117,19.0,208.9375
cross_ml_02min,4,101.76136000000001,19.0,200.5
cross_ml_02min,4,102.76675900000001,18.0,200.5
cross_ml_02min,4,103.773955,19.0,200.75
cross_ml_02min,4,104.78448900000001,21.0,196.53125
cross_ml_02min,4,105.791431,19.0,196.53125
cross_ml_02min,4,106.797245,19.0,207.25
cross_ml_02min,4,107.80167,20.0,211.21875
cross_ml_02min,4,108.804753,20.0,211.09375
cross_ml_02min,4,109.81245600000001,20.0,202.75
cross_ml_02min,4,110.81903100000001,20.0,200.5
cross_ml_02min,4,111.826075,20.0,200.5
cross_ml_02min,4,112.83376600000001,19.0,196.53125
cross_ml_02min,4,113.840794,19.0,196.53125
cross_ml_02min,4,114.847622,19.0,196.53125
cross_ml_02min,4,115.857094,19.0,207.25
cross_ml_02min,4,116.86453100000001,19.0,211.21875
cross_ml_02min,4,117.87158400000001,19.0,200.5
cross_ml_02min,4,118.87912200000001,20.0,196.53125
cross_ml_02min,4,119.88903900000001,19.0,196.53125
cross_ml_02min,5,0.00067,20.0,171.234375
cross_ml_02min,5,1.018135,41.0,140.484375
cross_ml_02min,5,2.025056,0.0,31.890625
cross_ml_02min,5,3.041436,0.0,31.921875
cross_ml_02min,5,4.047447,0.0,19.359375
cross_ml_02min,5,5.05766,15.0,171.265625
cross_ml_02min,5,6.067242,16.0,214.234375
cross_ml_02min,5,7.076123000000001,13.0,197.890625
cross_ml_02min,5,8.086339,12.0,193.90625
cross_ml_02min,5,9.096694000000001,14.0,193.921875
cross_ml_02min,5,10.102651,15.0,193.921875
cross_ml_02min,5,11.113255,16.0,207.328125
cross_ml_02min,5,12.120157,14.0,207.0
cross_ml_02min,5,13.129045000000001,13.0,196.5625
cross_ml_02min,5,14.138836000000001,14.0,196.625
cross_ml_02min,5,15.145824000000001,13.0,196.5625
cross_ml_02min,5,16.152871,13.0,192.59375
cross_ml_02min,5,17.159829000000002,13.0,192.59375
cross_ml_02min,5,18.161705,13.0,192.59375
cross_ml_02min,5,19.168656000000002,13.0,192.625
cross_ml_02min,5,20.175529,13.0,209.0
cross_ml_02min,5,21.182382,14.0,196.5625
cross_ml_02min,5,22.189302,13.0,196.8125
cross_ml_02min,5,23.196514,13.0,192.59375
cross_ml_02min,5,24.203380000000003,14.0,192.59375
cross_ml_02min,5,25.210273,16.0,203.40625
cross_ml_02min,5,26.218047000000002,16.0,192.8125
cross_ml_02min,5,27.226252000000002,14.0,203.40625
cross_ml_02min,5,28.236716,16.0,207.375
cross_ml_02min,5,29.246841000000003,17.0,207.5
cross_ml_02min,5,30.253711000000003,19.0,196.78125
cross_ml_02min,5,31.260628,18.0,196.78125
cross_ml_02min,5,32.267615,19.0,192.8125
cross_ml_02min,5,33.274471000000005,18.0,192.8125
cross_ml_02min,5,34.281330000000004,18.0,192.8125
cross_ml_02min,5,35.288208000000004,18.0,192.8125
cross_ml_02min,5,36.295079,19.0,209.09375
cross_ml_02min,5,37.301973000000004,18.0,196.78125
cross_ml_02min,5,38.308818,19.0,207.5
cross_ml_02min,5,39.315762,17.0,196.78125
cross_ml_02min,5,40.322726,18.0,203.65625
cross_ml_02min,5,41.329609000000005,19.0,207.5
cross_ml_02min,5,42.337683000000006,18.0,196.78125
cross_ml_02min,5,43.344738,17.0,192.90625
cross_ml_02min,5,44.35412,20.0,209.15625
cross_ml_02min,5,45.361041,21.0,207.5
cross_ml_02min,5,46.367908,22.0,196.78125
cross_ml_02min,5,47.374848,21.0,196.78125
cross_ml_02min,5,48.381786000000005,20.0,196.78125
cross_ml_02min,5,49.388602000000006,22.0,196.78125
cross_ml_02min,5,50.395589,21.0,203.53125
cross_ml_02min,5,51.39849400000001,21.0,192.8125
cross_ml_02min,5,52.405547000000006,22.0,205.125
cross_ml_02min,5,53.41266,21.0,209.09375
cross_ml_02min,5,54.415876000000004,21.0,211.46875
cross_ml_02min,5,55.423736000000005,21.0,196.78125
cross_ml_02min,5,56.431599000000006,21.0,196.78125
cross_ml_02min,5,57.439181000000005,21.0,192.8125
cross_ml_02min,5,58.446967,20.0,193.0625
cross_ml_02min,5,59.454517,21.0,192.8125
cross_ml_02min,5,60.463446000000005,22.0,192.8125
cross_ml_02min,5,61.47202300000001,21.0,209.1875
cross_ml_02min,5,62.479841,21.0,196.78125
cross_ml_02min,5,63.488463,22.0,207.5
cross_ml_02min,5,64.497062,22.0,196.78125
cross_ml_02min,5,65.504997,22.0,192.8125
cross_ml_02min,5,66.51438800000001,21.0,203.53125
cross_ml_02min,5,67.52149700000001,21.0,203.53125
cross_ml_02min,5,68.529002,21.0,192.8125
cross_ml_02min,5,69.53752300000001,22.0,209.1875
cross_ml_02min,5,70.545238,23.0,196.78125
cross_ml_02min,5,71.552452,21.0,196.78125
cross_ml_02min,5,72.55790400000001,21.0,196.78125
cross_ml_02min,5,73.56487800000001,22.0,192.8125
cross_ml_02min,5,74.57325800000001,21.0,192.8125
cross_ml_02min,5,75.58009600000001,22.0,192.8125
cross_ml_02min,5,76.58416700000001,21.0,203.78125
cross_ml_02min,5,77.591308,22.0,209.125
cross_ml_02min,5,78.598241,22.0,196.78125
cross_ml_02min,5,79.6084,23.0,196.78125
cross_ml_02min,5,80.615391,23.0,196.78125
cross_ml_02min,5,81.622269,23.0,192.8125
cross_ml_02min,5,82.627504,23.0,196.78125
cross_ml_02min,5,83.632737,23.0,207.5
cross_ml_02min,5,84.641531,22.0,207.5
cross_ml_02min,5,85.648694,23.0,213.15625
cross_ml_02min,5,86.655798,23.0,211.46875
cross_ml_02min,5,87.665363,24.0,200.75
cross_ml_02min,5,88.67255700000001,23.0,196.78125
cross_ml_02min,5,89.679522,23.0,192.8125
cross_ml_02min,5,90.68668500000001,23.0,196.78125
cross_ml_02min,5,91.693707,22.0,207.5
cross_ml_02min,5,92.70080700000001,23.0,213.125
cross_ml_02min,5,93.707817,21.0,209.1875
cross_ml_02min,5,94.71494100000001,21.0,201.0
cross_ml_02min,5,95.722109,21.0,200.75
cross_ml_02min,5,96.72929,23.0,196.78125
cross_ml_02min,5,97.73622300000001,22.0,196.78125
cross_ml_02min,5,98.743194,23.0,207.5
cross_ml_02min,5,99.75121200000001,23.0,207.5
cross_ml_02min,5,100.758426,22.0,196.78125
cross_ml_02min,5,101.766441,25.0,213.15625
cross_ml_02min,5,102.77390500000001,25.0,200.84375
cross_ml_02min,5,103.77648900000001,25.0,196.78125
cross_ml_02min,5,104.783038,25.0,211.46875
cross_ml_02min,5,105.795073,25.0,196.78125
cross_ml_02min,5,106.802259,24.0,203.53125
cross_ml_02min,5,107.80940100000001,25.0,203.53125
cross_ml_02min,5,108.816569,26.0,209.1875
cross_ml_02min,5,109.82367400000001,25.0,213.15625
cross_ml_02min,5,110.83698500000001,25.0,211.46875
cross_ml_02min,5,111.84410600000001,25.0,196.78125
cross_ml_02min,5,112.85118700000001,25.0,211.8125
cross_ml_02min,5,113.869405,25.0,192.8125
cross_ml_02min,5,114.876384,26.0,196.78125
cross_ml_02min,5,115.880515,22.0,192.8125
cross_ml_02min,5,116.88766000000001,23.0,213.15625
cross_ml_02min,5,117.88999100000001,23.0,200.75
cross_ml_02min,5,118.89752000000001,23.0,200.75
cross_ml_02min,5,119.90467000000001,23.0,200.75
cross_ml_02min,6,0.008219,38.0,156.46875
cross_ml_02min,6,1.032281,50.0,154.28125
cross_ml_02min,6,2.0423590000000003,0.0,31.6875
cross_ml_02min,6,3.0507880000000003,0.0,34.53125
cross_ml_02min,6,4.059775,0.0,163.359375
cross_ml_02min,6,5.073421000000001,24.0,216.109375
cross_ml_02min,6,6.081544,23.0,217.078125
cross_ml_02min,6,7.088356,29.0,215.5
cross_ml_02min,6,8.095245,34.0,215.578125
cross_ml_02min,6,9.102066,35.0,215.578125
cross_ml_02min,6,10.113708,36.0,215.578125
cross_ml_02min,6,11.11879,34.0,213.90625
cross_ml_02min,6,12.123842000000002,34.0,213.90625
cross_ml_02min,6,13.130838,34.0,215.5
cross_ml_02min,6,14.135539000000001,35.0,215.5625
cross_ml_02min,6,15.141044,37.0,215.5625
cross_ml_02min,6,16.148154,36.0,215.6875
cross_ml_02min,6,17.155671,43.0,215.625
cross_ml_02min,6,18.162657,41.0,215.625
cross_ml_02min,6,19.170624,45.0,215.625
cross_ml_02min,6,20.177507000000002,47.0,215.625
cross_ml_02min,6,21.184591,52.0,215.625
cross_ml_02min,6,22.186786,53.0,215.71875
cross_ml_02min,6,23.191702000000003,56.0,219.84375
cross_ml_02min,6,24.198588,56.0,215.625
cross_ml_02min,6,25.205945,56.0,215.625
cross_ml_02min,6,26.210734000000002,54.0,215.625
cross_ml_02min,6,27.220927000000003,54.0,215.625
cross_ml_02min,6,28.224694000000003,54.0,215.625
cross_ml_02min,6,29.231830000000002,56.0,215.625
cross_ml_02min,6,30.240563,56.0,215.625
cross_ml_02min,6,31.24801,59.0,219.59375
cross_ml_02min,6,32.256626000000004,61.0,215.625
cross_ml_02min,6,33.263599,62.0,215.625
cross_ml_02min,6,34.270545000000006,62.0,215.625
cross_ml_02min,6,35.273144,65.0,219.625
cross_ml_02min,6,36.280117000000004,64.0,215.625
cross_ml_02min,6,37.287261,63.0,215.625
cross_ml_02min,6,38.294338,64.0,215.625
cross_ml_02min,6,39.302525,63.0,220.0
cross_ml_02min,6,40.309728,61.0,215.625
cross_ml_02min,6,41.316746,62.0,215.625
cross_ml_02min,6,42.324213,60.0,217.875
cross_ml_02min,6,43.332638,57.0,215.625
cross_ml_02min,6,44.338317,59.0,215.625
cross_ml_02min,6,45.346832000000006,62.0,215.625
cross_ml_02min,6,46.353746,62.0,215.625
cross_ml_02min,6,47.360666,62.0,219.71875
cross_ml_02min,6,48.368916000000006,63.0,215.65625
cross_ml_02min,6,49.376754000000005,64.0,215.625
cross_ml_02min,6,50.386379000000005,63.0,215.625
cross_ml_02min,6,51.396324,63.0,215.625
cross_ml_02min,6,52.405246000000005,63.0,215.65625
cross_ml_02min,6,53.415452,63.0,215.625
cross_ml_02min,6,54.419754000000005,64.0,215.625
cross_ml_02min,6,55.431596000000006,66.0,215.65625
cross_ml_02min,6,56.44129,68.0,219.875
cross_ml_02min,6,57.451099000000006,68.0,215.625
cross_ml_02min,6,58.461297,68.0,215.625
cross_ml_02min,6,59.469298,68.0,215.65625
cross_ml_02min,6,60.476171,67.0,219.625
cross_ml_02min,6,61.487676,67.0,215.625
cross_ml_02min,6,62.49570000000001,66.0,215.625
cross_ml_02min,6,63.512362,46.0,215.65625
cross_ml_02min,6,64.52039500000001,31.0,213.96875
cross_ml_02min,6,65.52967000000001,31.0,199.28125
cross_ml_02min,6,66.53955900000001,32.0,206.125
cross_ml_02min,6,67.54594800000001,31.0,195.3125
cross_ml_02min,6,68.553616,30.0,211.6875
cross_ml_02min,6,69.564538,31.0,210.0
cross_ml_02min,6,70.570265,33.0,210.0
cross_ml_02min,6,71.57786,32.0,210.0
cross_ml_02min,6,72.585638,32.0,206.03125
cross_ml_02min,6,73.592713,32.0,206.03125
cross_ml_02min,6,74.59969600000001,34.0,206.03125
cross_ml_02min,6,75.606997,33.0,206.03125
cross_ml_02min,6,76.61127900000001,30.0,215.65625
cross_ml_02min,6,77.617315,32.0,210.0
cross_ml_02min,6,78.62438,34.0,203.25
cross_ml_02min,6,79.632069,36.0,199.28125
cross_ml_02min,6,80.639217,35.0,210.0
cross_ml_02min,6,81.646517,35.0,210.0
cross_ml_02min,6,82.653694,36.0,195.3125
cross_ml_02min,6,83.66083,35.0,207.71875
cross_ml_02min,6,84.667973,36.0,215.65625
cross_ml_02min,6,85.675189,34.0,210.0
cross_ml_02min,6,86.682495,34.0,199.375
cross_ml_02min,6,87.690083,35.0,210.0
cross_ml_02min,6,88.69761700000001,32.0,195.3125
cross_ml_02min,6,89.70832200000001,33.0,206.03125
cross_ml_02min,6,90.71825000000001,34.0,206.03125
cross_ml_02min,6,91.725571,32.0,206.03125
cross_ml_02min,6,92.730967,37.0,211.6875
cross_ml_02min,6,93.740221,33.0,199.28125
cross_ml_02min,6,94.74782,31.0,199.28125
cross_ml_02min,6,95.75565800000001,32.0,199.28125
cross_ml_02min,6,96.76332400000001,32.0,199.28125
cross_ml_02min,6,97.77050600000001,31.0,206.03125
cross_ml_02min,6,98.77767800000001,30.0,206.125
cross_ml_02min,6,99.78480800000001,31.0,210.0
cross_ml_02min,6,100.793586,34.0,215.65625
cross_ml_02min,6,101.801236,34.0,199.28125
cross_ml_02min,6,102.810608,30.0,203.25
cross_ml_02min,6,103.81889600000001,33.0,199.28125
cross_ml_02min,6,104.826431,32.0,199.28125
cross_ml_02min,6,105.834969,32.0,195.3125
cross_ml_02min,6,106.84053800000001,30.0,206.125
cross_ml_02min,6,107.85045000000001,30.0,199.28125
cross_ml_02min,6,108.85906100000001,31.0,211.6875
cross_ml_02min,6,109.866634,27.0,214.21875
cross_ml_02min,6,110.87435900000001,29.0,210.0
cross_ml_02min,6,111.88212,30.0,210.0
cross_ml_02min,6,112.889668,33.0,199.28125
cross_ml_02min,6,113.89729000000001,33.0,195.3125
cross_ml_02min,6,114.90593600000001,34.0,195.3125
cross_ml_02min,6,115.91370400000001,30.0,199.28125
cross_ml_02min,6,116.92192100000001,26.0,195.40625
cross_ml_02min,6,117.92983100000001,26.0,211.6875
cross_ml_02min,6,118.93762600000001,25.0,199.28125
cross_ml_02min,6,119.946228,25.0,210.0
cross_ml_02min,7,0.001015,34.0,160.265625
cross_ml_02min,7,1.0138740000000002,56.0,155.265625
cross_ml_02min,7,2.024601,0.0,81.40625
cross_ml_02min,7,3.034996,0.0,10.328125
cross_ml_02min,7,4.045746,0.0,13.140625
cross_ml_02min,7,5.051459,4.0,180.359375
cross_ml_02min,7,6.058423,19.0,217.859375
cross_ml_02min,7,7.065616,14.0,201.421875
cross_ml_02min,7,8.072602,13.0,211.1875
cross_ml_02min,7,9.079835000000001,20.0,200.078125
cross_ml_02min,7,10.086802,22.0,200.078125
cross_ml_02min,7,11.093869000000002,25.0,211.015625
cross_ml_02min,7,12.10079,24.0,211.0
cross_ml_02min,7,13.107599,24.0,200.28125
cross_ml_02min,7,14.114526000000001,24.0,200.28125
cross_ml_02min,7,15.12007,24.0,200.28125
cross_ml_02min,7,16.129293,24.0,200.28125
cross_ml_02min,7,17.135187000000002,24.0,211.0
cross_ml_02min,7,18.139075000000002,24.0,196.3125
cross_ml_02min,7,19.146867,24.0,211.0
cross_ml_02min,7,20.153802000000002,24.0,212.6875
cross_ml_02min,7,21.160916,24.0,200.28125
cross_ml_02min,7,22.167822,25.0,200.28125
cross_ml_02min,7,23.174707,24.0,200.28125
cross_ml_02min,7,24.18164,24.0,207.03125
